Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
227	111.21996580000086	13.209514856338501	4.5832160115242	0.4921402931213379,1.7372220754623413	0.46315595507621765,0.9962302446365356
228	111.73337240000001	19.492771863937378	5.4043338894844055	0.4982494115829468,1.7363057136535645	0.47104254364967346,0.9977191090583801
229	112.33412080000016	13.962834596633911	4.196566641330719	0.5126216411590576,1.7378020286560059	0.48635369539260864,0.9945535659790039
230	112.84169309999925	13.45728611946106	4.292566955089569	0.5148192644119263,1.73927640914917	0.4879489839076996,0.9913129806518555
231	113.28915210000014	11.608867108821869	4.374312877655029	0.5229073762893677,1.7393267154693604	0.49328097701072693,0.9909126162528992
232	113.81156910000027	14.24461317062378	4.244891703128815	0.5202569961547852,1.7393211126327515	0.4913561940193176,0.9907647371292114
233	114.35026090000065	13.523078322410583	4.29244077205658	0.5251948833465576,1.7377508878707886	0.4946345388889313,0.9937171936035156
234	114.8712685999999	12.689855098724365	4.4322829246521	0.5342937707901001,1.735520601272583	0.5006664395332336,0.9978340268135071
235	115.44818859999941	12.63339251279831	4.231845796108246	0.5372607707977295,1.7333362102508545	0.5019835829734802,1.0017353296279907
236	116.08688749999965	12.176506996154785	4.098737895488739	0.5445762872695923,1.730985403060913	0.5063479542732239,1.0060365200042725
237	116.62936869999976	16.804715871810913	3.9049077928066254	0.5513113737106323,1.7305512428283691	0.5104137659072876,1.0066473484039307
238	117.1866585000007	19.861068308353424	4.589115023612976	0.5835832357406616,1.7312461137771606	0.5312373042106628,1.0053414106369019
